Name,CPU,vCPUs,NUMA Nodes,Memory,Avg Score,StdDev,StdDev%,#Runs
Standard_E4s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,57986,283,0.49%,35
Standard_E4-2s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,32.0,26468,1997,7.54%,105
Standard_E4-2s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,32.0,26457,817,3.09%,84
Standard_E4-2s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,32.0,31350,15,0.05%,42
Standard_E8s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,64.0,101750,7494,7.36%,126
Standard_E8s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,64.0,101526,1976,1.95%,77
Standard_E8s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,120073,826,0.69%,35
Standard_E8-2s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,64.0,26318,1665,6.33%,140
Standard_E8-2s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,64.0,27219,1167,4.29%,56
Standard_E8-2s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,64.0,31322,38,0.12%,42
Standard_E8-4s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,64.0,52719,3706,7.03%,119
Standard_E8-4s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,64.0,49518,2675,5.40%,77
Standard_E8-4s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,64.0,57859,378,0.65%,42
Standard_E16s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,128.0,195755,5337,2.73%,126
Standard_E16s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,128.0,199681,2067,1.04%,77
Standard_E16s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,240250,984,0.41%,28
Standard_E16-4s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,128.0,54920,3833,6.98%,140
Standard_E16-4s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,128.0,50869,3400,6.68%,77
Standard_E16-4s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,128.0,58019,307,0.53%,21
Standard_E16-8s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,128.0,103358,6272,6.07%,133
Standard_E16-8s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,128.0,102945,2982,2.90%,63
Standard_E16-8s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,128.0,120189,963,0.80%,35
Standard_E20s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,20,1,160.0,245271,1479,0.60%,112
Standard_E20s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,20,1,160.0,249245,2057,0.83%,98
Standard_E20s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,300197,1881,0.63%,28
Standard_E32s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,2,256.0,379015,6761,1.78%,126
Standard_E32s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,1,256.0,397086,2450,0.62%,84
Standard_E32s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,477740,4873,1.02%,28
Standard_E32-8s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,2,256.0,105799,5853,5.53%,98
Standard_E32-8s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,256.0,103535,2602,2.51%,105
Standard_E32-8s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,256.0,120109,593,0.49%,28
Standard_E32-16s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,2,256.0,199765,7562,3.79%,119
Standard_E32-16s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,256.0,202033,3104,1.54%,77
Standard_E32-16s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,256.0,240249,1126,0.47%,42
Standard_E48s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,48,2,384.0,570727,4290,0.75%,98
Standard_E48s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,48,2,384.0,578285,5864,1.01%,105
Standard_E48s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,687857,6709,0.98%,35
Standard_E64s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,64,2,432.0,763127,5541,0.73%,42
Standard_E64s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,64,2,432.0,770574,7440,0.97%,161
Standard_E64s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,432.0,913390,9287,1.02%,21
Standard_E64-16s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,2,432.0,234395,2364,1.01%,42
Standard_E64-16s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,2,432.0,211781,7841,3.70%,161
Standard_E64-16s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,432.0,232571,3046,1.31%,28
Standard_E64-32s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,2,432.0,411194,4489,1.09%,56
Standard_E64-32s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,2,432.0,395227,5245,1.33%,161
Standard_E64-32s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,432.0,464744,6855,1.48%,21
Standard_E2_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,16.0,27615,2226,8.06%,133
Standard_E2_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,16.0,27471,1897,6.90%,84
Standard_E4_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,32.0,51755,3604,6.96%,175
Standard_E4_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,32.0,48159,1286,2.67%,63
Standard_E8_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,64.0,100794,5678,5.63%,154
Standard_E8_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,64.0,100458,1381,1.38%,84
Standard_E16_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,128.0,196170,4590,2.34%,189
Standard_E16_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,128.0,199986,1534,0.77%,42
Standard_E16_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,240246,680,0.28%,7
Standard_E20_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,20,1,160.0,243816,2644,1.08%,196
Standard_E20_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,20,1,160.0,245193,6282,2.56%,35
Standard_E20_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,300653,666,0.22%,7
Standard_E32_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,2,256.0,377052,7434,1.97%,147
Standard_E32_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,1,256.0,393569,5278,1.34%,70
Standard_E32_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,479255,2237,0.47%,14
Standard_E48_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,48,2,384.0,569428,5166,0.91%,147
Standard_E48_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,48,2,384.0,577766,6460,1.12%,77
Standard_E48_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,687699,7983,1.16%,14
Standard_E64_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,64,2,432.0,761587,5928,0.78%,63
Standard_E64_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,64,2,432.0,765301,11204,1.46%,161
Standard_E64_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,432.0,913332,12240,1.34%,14
Standard_DS11_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,14.0,37489,1314,3.50%,49
Standard_DS11_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,14.0,40138,3286,8.19%,70
Standard_DS11_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,14.0,37889,1096,2.89%,84
Standard_DS11_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,14.0,44107,406,0.92%,28
Standard_DS11-1_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,14.0,19615,846,4.31%,42
Standard_DS11-1_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,14.0,20835,1937,9.30%,42
Standard_DS11-1_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,14.0,18765,767,4.09%,126
Standard_DS11-1_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,1,14.0,23145,1425,6.16%,21
Standard_DS12_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,28.0,73222,1506,2.06%,42
Standard_DS12_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,28.0,76452,5858,7.66%,77
Standard_DS12_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,28.0,73140,3323,4.54%,84
Standard_DS12_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,28.0,86916,1044,1.20%,28
Standard_DS12-1_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,28.0,19387,899,4.64%,56
Standard_DS12-1_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,28.0,22048,1729,7.84%,77
Standard_DS12-1_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,28.0,19102,943,4.94%,70
Standard_DS12-1_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,1,28.0,22205,32,0.14%,28
Standard_DS12-2_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,28.0,38766,1060,2.74%,56
Standard_DS12-2_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,28.0,41447,3954,9.54%,91
Standard_DS12-2_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,28.0,37639,1579,4.19%,70
Standard_DS12-2_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,28.0,44226,810,1.83%,14
Standard_DS13_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,56.0,147234,1202,0.82%,56
Standard_DS13_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,56.0,147218,1636,1.11%,70
Standard_DS13_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,56.0,144612,1582,1.09%,84
Standard_DS13_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,56.0,172617,755,0.44%,21
Standard_DS13-2_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,56.0,38688,816,2.11%,56
Standard_DS13-2_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,56.0,39898,2493,6.25%,84
Standard_DS13-2_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,56.0,38861,2788,7.17%,91
Standard_DS13-4_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,56.0,73105,1727,2.36%,70
Standard_DS13-4_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,56.0,77848,4307,5.53%,84
Standard_DS13-4_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,56.0,74935,4384,5.85%,63
Standard_DS13-4_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,56.0,86402,529,0.61%,14
Standard_DS14_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,112.0,284796,4889,1.72%,49
Standard_DS14_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,112.0,298261,1351,0.45%,63
Standard_DS14_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,112.0,286993,3418,1.19%,98
Standard_DS14_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,112.0,345521,1549,0.45%,21
Standard_DS14-4_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,2,112.0,71287,2692,3.78%,42
Standard_DS14-4_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,112.0,81710,6156,7.53%,56
Standard_DS14-4_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,112.0,75101,2765,3.68%,112
Standard_DS14-4_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,112.0,86598,517,0.60%,21
Standard_DS14-8_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,2,112.0,143882,4104,2.85%,49
Standard_DS14-8_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,112.0,150389,4548,3.02%,70
Standard_DS14-8_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,112.0,145955,2224,1.52%,105
Standard_DS14-8_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,112.0,171910,754,0.44%,7
Standard_DS15_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,20,2,140.0,355354,6693,1.88%,49
Standard_DS15_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,140.0,421202,56292,13.36%,154
Standard_D11_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,14.0,37655,1925,5.11%,70
Standard_D11_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,14.0,39953,3019,7.56%,70
Standard_D11_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,14.0,37979,1830,4.82%,56
Standard_D12_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,28.0,71521,4218,5.90%,77
Standard_D12_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,28.0,77439,5095,6.58%,70
Standard_D12_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,28.0,73464,1263,1.72%,56
Standard_D12_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,28.0,87100,434,0.50%,7
Standard_D13_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,56.0,141552,16057,11.34%,70
Standard_D13_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,56.0,148352,2754,1.86%,70
Standard_D13_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,56.0,141946,3604,2.54%,42
Standard_D13_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,56.0,167641,1680,1.00%,7
Standard_D14_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,112.0,283793,5207,1.83%,77
Standard_D14_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,112.0,297163,1817,0.61%,63
Standard_D14_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,112.0,286817,4109,1.43%,49
Standard_D15_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,20,2,140.0,354279,6021,1.70%,35
Standard_D15_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,140.0,418475,58044,13.87%,154
Standard_M208s_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,4,2850.0,3020762,55134,1.83%,84
Standard_M208ms_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,4,5700.0,3009120,58843,1.96%,42
Standard_M208ms_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,8,5700.0,3093184,33253,1.08%,42
Standard_M416s_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,416,8,5700.0,5959252,93933,1.58%,84
Standard_M416ms_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,416,8,11400.0,5910261,101190,1.71%,84
Standard_M416-208s_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,8,5700.0,3085232,36568,1.19%,70
Standard_M416-208ms_v2,Intel(R) Xeon(R) Platinum 8180M CPU @ 2.50GHz,208,8,11400.0,3064892,40531,1.32%,77
Standard_M32ms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,2,861.2,501859,6988,1.39%,42
Standard_M32dms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,2,861.2,507318,12103,2.39%,35
Standard_M64s_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1007.9,977226,15256,1.56%,35
Standard_M64ds_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1007.9,980928,16781,1.71%,35
Standard_M64ms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,4,1763.9,980511,16384,1.67%,42
Standard_M64dms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,4,1763.9,979367,13927,1.42%,35
Standard_M128s_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2015.9,1905457,53830,2.83%,35
Standard_M128ds_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2015.9,1925932,29177,1.51%,35
Standard_M128ms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3831.1,1907485,30641,1.61%,42
Standard_M128dms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3831.1,1907006,25958,1.36%,35
Standard_M192ms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,4031.9,2794826,44549,1.59%,84
Standard_M192is_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,2015.9,2805023,39961,1.42%,35
Standard_M192ims_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,4031.9,2797557,39161,1.40%,35
Standard_M192ids_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,2015.9,2818523,48260,1.71%,35
Standard_M192idms_v2,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,192,4,4031.9,2813406,47652,1.69%,35
Standard_M64,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1024.0,821678,11118,1.35%,77
Standard_M64,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1024.0,754180,5686,0.75%,7
Standard_M64m,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1792.0,817400,9397,1.15%,56
Standard_M64m,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1792.0,754929,10566,1.40%,28
Standard_M128,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,2048.0,1643769,17798,1.08%,70
Standard_M128,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2048.0,1475843,16197,1.10%,14
Standard_M128m,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,3892.0,1631313,18162,1.11%,70
Standard_M128m,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3892.0,1471781,17646,1.20%,14
Standard_M8ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,8,1,218.8,110370,366,0.33%,84
Standard_M8-2ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,2,1,218.8,28041,35,0.12%,84
Standard_M8-4ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,4,1,218.8,56231,348,0.62%,77
Standard_M8-4ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,4,1,218.8,48391,280,0.58%,7
Standard_M16ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,16,1,437.5,220331,473,0.21%,70
Standard_M16ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,16,1,437.5,200561,877,0.44%,14
Standard_M16-4ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,4,1,437.5,56218,304,0.54%,70
Standard_M16-4ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,4,1,437.5,48401,205,0.42%,14
Standard_M16-8ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,8,1,437.5,110426,383,0.35%,56
Standard_M16-8ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,8,1,437.5,100377,442,0.44%,28
Standard_M32ls,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,1,256.0,433173,4290,0.99%,70
Standard_M32ls,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,1,256.0,400287,1610,0.40%,14
Standard_M32ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,1,875.0,434866,2560,0.59%,70
Standard_M32ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,1,875.0,400583,1596,0.40%,14
Standard_M32-8ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,8,1,875.0,110408,346,0.31%,56
Standard_M32-8ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,8,1,875.0,100521,643,0.64%,28
Standard_M32-16ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,16,1,875.0,220495,569,0.26%,70
Standard_M32-16ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,16,1,875.0,200494,723,0.36%,14
Standard_M32ts,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,1,192.0,435785,2164,0.50%,77
Standard_M32ts,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,1,192.0,399771,1291,0.32%,7
Standard_M64s,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1024.0,822245,7256,0.88%,70
Standard_M64s,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1024.0,750702,9866,1.31%,14
Standard_M64ls,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,512.0,820406,13530,1.65%,77
Standard_M64ls,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,512.0,759753,7639,1.01%,7
Standard_M64ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,2,1792.0,823449,7565,0.92%,70
Standard_M64ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,2,1792.0,755541,9337,1.24%,14
Standard_M64-16ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,16,2,1792.0,210947,2766,1.31%,77
Standard_M64-16ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,16,2,1792.0,191761,3503,1.83%,7
Standard_M64-32ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,2,1792.0,416909,3769,0.90%,63
Standard_M64-32ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,3,1792.0,417771,4820,1.15%,7
Standard_M64-32ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,2,1792.0,382773,3547,0.93%,14
Standard_M128s,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,2048.0,1641176,16698,1.02%,70
Standard_M128s,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,2048.0,1477253,15626,1.06%,14
Standard_M128ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,128,4,3892.0,1645242,17679,1.07%,63
Standard_M128ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,128,4,3892.0,1479298,16978,1.15%,21
Standard_M128-32ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,32,4,3892.0,414541,4739,1.14%,63
Standard_M128-32ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,32,4,3892.0,380611,5653,1.49%,21
Standard_M128-64ms,Intel(R) Xeon(R) CPU E7-8890 v3 @ 2.50GHz,64,4,3892.0,817496,8437,1.03%,56
Standard_M128-64ms,Intel(R) Xeon(R) Platinum 8280M CPU @ 2.70GHz,64,4,3892.0,749800,8506,1.13%,28
Standard_L8s_v2,AMD EPYC 7551 32-Core Processor,8,1,64.0,102237,1320,1.29%,77
Standard_L16s_v2,AMD EPYC 7551 32-Core Processor,16,2,128.0,198472,3734,1.88%,70
Standard_L32s_v2,AMD EPYC 7551 32-Core Processor,32,4,256.0,390015,10126,2.60%,77
Standard_L48s_v2,AMD EPYC 7551 32-Core Processor,48,6,384.0,583388,15479,2.65%,77
Standard_L64s_v2,AMD EPYC 7551 32-Core Processor,64,8,512.0,774827,19205,2.48%,77
Standard_L80s_v2,AMD EPYC 7551 32-Core Processor,80,10,640.0,966682,22811,2.36%,77
Standard_DC1s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,1,7.8,29127,72,0.25%,56
Standard_DC2s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,55785,534,0.96%,56
Standard_DC4s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,111636,827,0.74%,63
Standard_DC8s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,220443,2083,0.94%,56
Standard_DC16s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,439985,4224,0.96%,56
Standard_DC24s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,1,188.7,659602,5809,0.88%,42
Standard_DC32s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,850747,8658,1.02%,63
