"Name","API Name","Instance Memory","vCPUs","Memory per vCPU","GPUs","Storage","Linux On Demand cost","Linux Savings Plan","Linux Reserved cost","Linux Spot cost","Windows On Demand cost","Windows Savings Plan","Windows Reserved cost","Windows Spot cost"
"E32bs v5","E32bs v5","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.384 hourly","","","$0.5021 hourly","$3.856 hourly","","","$0.8121 hourly"
"E32bs v6","E32bs v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.79 hourly","","","$0.5786 hourly","$4.262 hourly","","","$0.8839 hourly"
"E32ds v4","E32ds v4","256 GiB","32","8 GiB/vCPU","0","1200 GiB","$2.304 hourly","","","$0.4843 hourly","$3.776 hourly","","","$0.7937 hourly"
"E32ds v5","E32ds v5","256 GiB","32","8 GiB/vCPU","0","1200 GiB","$2.304 hourly","","","$0.4845 hourly","$3.776 hourly","","","$0.7941 hourly"
"E32ds v6","E32ds v6","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$2.616 hourly","","","$0.5462 hourly","$4.088 hourly","","","$0.8536 hourly"
"E32ds v7","E32ds v7","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$3.326 hourly","","","$0.6146 hourly","$4.798 hourly","","","$0.8867 hourly"
"E32d v4","E32d v4","256 GiB","32","8 GiB/vCPU","0","1200 GiB","$2.304 hourly","","","$0.4843 hourly","$3.776 hourly","","","$0.7937 hourly"
"E32d v5","E32d v5","256 GiB","32","8 GiB/vCPU","0","1200 GiB","$2.304 hourly","","","$0.4845 hourly","$3.776 hourly","","","$0.7941 hourly"
"E32nds v6","E32nds v6","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$3.126 hourly","","","$0.6527 hourly","$4.598 hourly","","","$0.9601 hourly"
"E32ns v6","E32ns v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.789 hourly","","","$0.5784 hourly","$4.261 hourly","","","$0.8837 hourly"
"Standard E32pds v5","E32pds v5","208 GiB","32","6.5 GiB/vCPU","0","1200 GiB","$1.843 hourly","","","$0.3896 hourly","","","",""
"Standard E32pds v6","E32pds v6","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$1.872 hourly","","","$0.6515 hourly","","","",""
"Standard E32ps v5","E32ps v5","208 GiB","32","6.5 GiB/vCPU","0","0 GiB","$1.613 hourly","","","$0.341 hourly","","","",""
"Standard E32ps v6","E32ps v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$1.475 hourly","","","$0.5133 hourly","","","",""
"E32s v3","E32s v3","256 GiB","32","8 GiB/vCPU","0","512 GiB","$2.016 hourly","","","$0.3951 hourly","$3.488 hourly","","","$0.6836 hourly"
"E32s v4","E32s v4","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.016 hourly","","","$0.4244 hourly","$3.488 hourly","","","$0.7342 hourly"
"E32s v5","E32s v5","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.016 hourly","","","$0.4246 hourly","$3.488 hourly","","","$0.7346 hourly"
"E32s v6","E32s v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.117 hourly","","","$0.4391 hourly","$3.589 hourly","","","$0.7444 hourly"
"E32s v7","E32s v7","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.779 hourly","","","$0.5136 hourly","$4.251 hourly","","","$0.7856 hourly"
"E32 v3","E32 v3","256 GiB","32","8 GiB/vCPU","0","800 GiB","$2.016 hourly","","","$0.3951 hourly","$3.488 hourly","","","$0.6836 hourly"
"E32 v4","E32 v4","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.016 hourly","","","$0.4244 hourly","$3.488 hourly","","","$0.7342 hourly"
"E32 v5","E32 v5","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.016 hourly","","","$0.4246 hourly","$3.488 hourly","","","$0.7346 hourly"
"E372ids v7","E372ids v7","2826 GiB","372","7.6 GiB/vCPU","0","20460 GiB","$42.536 hourly","","","$8.5072 hourly","$59.648 hourly","","","$11.9296 hourly"
"E372is v7","E372is v7","2826 GiB","372","7.6 GiB/vCPU","0","0 GiB","$35.531 hourly","","","$7.1062 hourly","$52.643 hourly","","","$10.5286 hourly"
"E4-2s v6","E4-2s v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.288 hourly","","","$0.0605 hourly","$0.472 hourly","","","$0.0993 hourly"
"E48ads v5","E48ads v5","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$3.144 hourly","","","$0.7014 hourly","$5.352 hourly","","","$1.194 hourly"
"E48ads v6","E48ads v6","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$3.485 hourly","","","$0.7305 hourly","$5.693 hourly","","","$1.1933 hourly"
"E48ads v7","E48ads v7","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$3.485 hourly","","","$0.6503 hourly","$5.693 hourly","","","$1.0635 hourly"
"E48as v4","E48as v4","384 GiB","48","8 GiB/vCPU","0","768 GiB","$3.024 hourly","","","$0.6768 hourly","$5.232 hourly","","","$1.1709 hourly"
"E48as v5","E48as v5","384 GiB","48","8 GiB/vCPU","0","0 GiB","$2.712 hourly","","","$0.605 hourly","$4.92 hourly","","","$1.0977 hourly"
"E48as v6","E48as v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$2.861 hourly","","","$0.5997 hourly","$5.069 hourly","","","$1.0625 hourly"
"E48as v7","E48as v7","384 GiB","48","8 GiB/vCPU","0","0 GiB","$2.861 hourly","","","$0.5339 hourly","$5.069 hourly","","","$0.9469 hourly"
"E48a v4","E48a v4","384 GiB","48","8 GiB/vCPU","0","1200 GiB","$3.024 hourly","","","$0.6768 hourly","$5.232 hourly","","","$1.1709 hourly"
"E48bds v5","E48bds v5","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$4.008 hourly","","","$0.8429 hourly","$6.216 hourly","","","$1.3072 hourly"
"E48bds v6","E48bds v6","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$4.69 hourly","","","$0.938 hourly","$6.898 hourly","","","$1.3796 hourly"
"E48bs v5","E48bs v5","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.576 hourly","","","$0.7531 hourly","$5.784 hourly","","","$1.2181 hourly"
"E48bs v6","E48bs v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$4.186 hourly","","","$0.8372 hourly","$6.394 hourly","","","$1.2788 hourly"
"E48ds v4","E48ds v4","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$3.456 hourly","","","$0.7265 hourly","$5.664 hourly","","","$1.1906 hourly"
"E48ds v5","E48ds v5","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$3.456 hourly","","","$0.7268 hourly","$5.664 hourly","","","$1.1911 hourly"
"E48ds v6","E48ds v6","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$3.924 hourly","","","$0.8193 hourly","$6.132 hourly","","","$1.2804 hourly"
"E48ds v7","E48ds v7","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$4.99 hourly","","","$0.998 hourly","$7.198 hourly","","","$1.4396 hourly"
"E48d v4","E48d v4","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$3.456 hourly","","","$0.7265 hourly","$5.664 hourly","","","$1.1906 hourly"
"E48d v5","E48d v5","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$3.456 hourly","","","$0.7268 hourly","$5.664 hourly","","","$1.1911 hourly"
"E48nds v6","E48nds v6","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$4.689 hourly","","","$0.9791 hourly","$6.897 hourly","","","$1.4401 hourly"
"E48ns v6","E48ns v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$4.184 hourly","","","$0.8678 hourly","$6.392 hourly","","","$1.3257 hourly"
"Standard E48pds v6","E48pds v6","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$2.808 hourly","","","$0.9772 hourly","","","",""
"Standard E48ps v6","E48ps v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$2.213 hourly","","","$0.7701 hourly","","","",""
"E48s v3","E48s v3","384 GiB","48","8 GiB/vCPU","0","768 GiB","$3.024 hourly","","","$0.5927 hourly","$5.232 hourly","","","$1.0255 hourly"
"E48s v4","E48s v4","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.024 hourly","","","$0.6366 hourly","$5.232 hourly","","","$1.1013 hourly"
"E48s v5","E48s v5","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.024 hourly","","","$0.6369 hourly","$5.232 hourly","","","$1.1019 hourly"
"E48s v6","E48s v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.175 hourly","","","$0.6585 hourly","$5.383 hourly","","","$1.1164 hourly"
"E48s v7","E48s v7","384 GiB","48","8 GiB/vCPU","0","0 GiB","$4.168 hourly","","","$0.8336 hourly","$6.376 hourly","","","$1.2752 hourly"
"E48 v3","E48 v3","384 GiB","48","8 GiB/vCPU","0","1200 GiB","$3.024 hourly","","","$0.5927 hourly","$5.232 hourly","","","$1.0255 hourly"
"E48 v4","E48 v4","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.024 hourly","","","$0.6366 hourly","$5.232 hourly","","","$1.1013 hourly"
"E48 v5","E48 v5","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.024 hourly","","","$0.6369 hourly","$5.232 hourly","","","$1.1019 hourly"
"E4ads v5","E4ads v5","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.262 hourly","","","$0.0585 hourly","$0.446 hourly","","","$0.0995 hourly"
"E4ads v6","E4ads v6","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.29 hourly","","","$0.0608 hourly","$0.474 hourly","","","$0.0994 hourly"
"E4ads v7","E4ads v7","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.29 hourly","","","$0.0541 hourly","$0.474 hourly","","","$0.0885 hourly"
"E4as v4","E4as v4","32 GiB","4","8 GiB/vCPU","0","64 GiB","$0.252 hourly","","","$0.0564 hourly","$0.436 hourly","","","$0.0976 hourly"
"E4as v5","E4as v5","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.226 hourly","","","$0.0504 hourly","$0.41 hourly","","","$0.0915 hourly"
"E4as v6","E4as v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.238 hourly","","","$0.0499 hourly","$0.422 hourly","","","$0.0885 hourly"
"E4as v7","E4as v7","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.238 hourly","","","$0.0444 hourly","$0.422 hourly","","","$0.0788 hourly"
"E4a v4","E4a v4","32 GiB","4","8 GiB/vCPU","0","100 GiB","$0.252 hourly","","","$0.0564 hourly","$0.436 hourly","","","$0.0976 hourly"
"E4bds v5","E4bds v5","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.334 hourly","","","$0.0702 hourly","$0.518 hourly","","","$0.1089 hourly"
"E4bds v6","E4bds v6","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.391 hourly","","","$0.0782 hourly","$0.575 hourly","","","$0.115 hourly"
"E4bs v5","E4bs v5","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.298 hourly","","","$0.0628 hourly","$0.482 hourly","","","$0.1015 hourly"
"E4bs v6","E4bs v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.349 hourly","","","$0.0724 hourly","$0.533 hourly","","","$0.1105 hourly"
"E4ds v4","E4ds v4","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.288 hourly","","","$0.0605 hourly","$0.472 hourly","","","$0.0992 hourly"
"E4ds v5","E4ds v5","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.288 hourly","","","$0.0606 hourly","$0.472 hourly","","","$0.0993 hourly"
"E4ds v6","E4ds v6","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.327 hourly","","","$0.0683 hourly","$0.511 hourly","","","$0.1067 hourly"
"E4ds v7","E4ds v7","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.416 hourly","","","$0.0769 hourly","$0.60 hourly","","","$0.1109 hourly"
"E4d v4","E4d v4","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.288 hourly","","","$0.0605 hourly","$0.472 hourly","","","$0.0992 hourly"
"E4d v5","E4d v5","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.288 hourly","","","$0.0606 hourly","$0.472 hourly","","","$0.0993 hourly"
"E4nds v6","E4nds v6","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.391 hourly","","","$0.0816 hourly","$0.575 hourly","","","$0.1201 hourly"
"E4ns v6","E4ns v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.349 hourly","","","$0.0724 hourly","$0.533 hourly","","","$0.1105 hourly"
"Standard E4pds v5","E4pds v5","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.23 hourly","","","$0.0486 hourly","","","",""
"Standard E4pds v6","E4pds v6","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.234 hourly","","","$0.0814 hourly","","","",""
"Standard E4ps v5","E4ps v5","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.202 hourly","","","$0.0427 hourly","","","",""
"Standard E4ps v6","E4ps v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.184 hourly","","","$0.064 hourly","","","",""
"E4s v3","E4s v3","32 GiB","4","8 GiB/vCPU","0","64 GiB","$0.252 hourly","","","$0.0494 hourly","$0.436 hourly","","","$0.0855 hourly"
"E4s v4","E4s v4","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.252 hourly","","","$0.053 hourly","$0.436 hourly","","","$0.0918 hourly"
"E4s v5","E4s v5","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.252 hourly","","","$0.0531 hourly","$0.436 hourly","","","$0.0918 hourly"
"E4s v6","E4s v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.265 hourly","","","$0.055 hourly","$0.449 hourly","","","$0.0931 hourly"
"E4s v7","E4s v7","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.347 hourly","","","$0.0641 hourly","$0.531 hourly","","","$0.0981 hourly"
"E4 v3","E4 v3","32 GiB","4","8 GiB/vCPU","0","100 GiB","$0.252 hourly","","","$0.0494 hourly","$0.436 hourly","","","$0.0855 hourly"
"E4 v4","E4 v4","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.252 hourly","","","$0.053 hourly","$0.436 hourly","","","$0.0918 hourly"
"E4 v5","E4 v5","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.252 hourly","","","$0.0531 hourly","$0.436 hourly","","","$0.0918 hourly"
"E64-32s v6","E64-32s v6","512 GiB","32","16 GiB/vCPU","0","0 GiB","$3.616 hourly","","","$0.8067 hourly","$6.758 hourly","","","$1.2624 hourly"
"E64ads v5","E64ads v5","512 GiB","64","8 GiB/vCPU","0","2400 GiB","$4.192 hourly","","","$0.9352 hourly","$7.136 hourly","","","$1.592 hourly"
"E64ads v6","E64ads v6","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$4.646 hourly","","","$0.9738 hourly","$7.59 hourly","","","$1.5909 hourly"
"E64ads v7","E64ads v7","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$4.646 hourly","","","$0.8669 hourly","$7.59 hourly","","","$1.4178 hourly"
"E64as v4","E64as v4","512 GiB","64","8 GiB/vCPU","0","1024 GiB","$4.032 hourly","","","$0.9024 hourly","$6.976 hourly","","","$1.5612 hourly"
"E64as v5","E64as v5","512 GiB","64","8 GiB/vCPU","0","0 GiB","$3.616 hourly","","","$0.8067 hourly","$6.56 hourly","","","$1.4635 hourly"
"E64as v6","E64as v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$3.814 hourly","","","$0.7994 hourly","$6.758 hourly","","","$1.4165 hourly"
"E64as v7","E64as v7","512 GiB","64","8 GiB/vCPU","0","0 GiB","$3.814 hourly","","","$0.7117 hourly","$6.758 hourly","","","$1.2624 hourly"
"E64a v4","E64a v4","512 GiB","64","8 GiB/vCPU","0","1600 GiB","$4.032 hourly","","","$0.9024 hourly","$6.976 hourly","","","$1.5612 hourly"
"E64bds v5","E64bds v5","512 GiB","64","8 GiB/vCPU","0","2400 GiB","$5.344 hourly","","","$1.1238 hourly","$8.288 hourly","","","$1.743 hourly"
"E64bds v6","E64bds v6","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$6.253 hourly","","","$1.3056 hourly","$9.197 hourly","","","$1.9203 hourly"
"E64bs v5","E64bs v5","512 GiB","64","8 GiB/vCPU","0","0 GiB","$4.768 hourly","","","$1.0041 hourly","$7.712 hourly","","","$1.6241 hourly"
"E64bs v6","E64bs v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$5.581 hourly","","","$1.1162 hourly","$8.525 hourly","","","$1.705 hourly"
"E64ds v4","E64ds v4","504 GiB","64","7.88 GiB/vCPU","0","2400 GiB","$4.608 hourly","","","$0.9686 hourly","$7.552 hourly","","","$1.5874 hourly"
"E64ds v5","E64ds v5","512 GiB","64","8 GiB/vCPU","0","2400 GiB","$4.608 hourly","","","$0.9691 hourly","$7.552 hourly","","","$1.5882 hourly"
"E64ds v6","E64ds v6","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$5.233 hourly","","","$1.0927 hourly","$8.177 hourly","","","$1.7074 hourly"
"E64ds v7","E64ds v7","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$6.653 hourly","","","$1.2295 hourly","$9.597 hourly","","","$1.7735 hourly"
"E64d v4","E64d v4","504 GiB","64","7.88 GiB/vCPU","0","2400 GiB","$4.608 hourly","","","$0.9686 hourly","$7.552 hourly","","","$1.5874 hourly"
"E64d v5","E64d v5","512 GiB","64","8 GiB/vCPU","0","2400 GiB","$4.608 hourly","","","$0.9691 hourly","$7.552 hourly","","","$1.5882 hourly"
"E64is v3","E64is v3","432 GiB","64","6.75 GiB/vCPU","0","864 GiB","$3.629 hourly","","","$0.7113 hourly","$6.573 hourly","","","$1.2883 hourly"
"E64i v3","E64i v3","432 GiB","64","6.75 GiB/vCPU","0","1600 GiB","$3.629 hourly","","","$0.7113 hourly","$6.573 hourly","","","$1.2883 hourly"
"E64nds v6","E64nds v6","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$6.252 hourly","","","$1.3054 hourly","$9.196 hourly","","","$1.9201 hourly"
"E64ns v6","E64ns v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$5.579 hourly","","","$1.1571 hourly","$8.523 hourly","","","$1.7677 hourly"
"Standard E64pds v6","E64pds v6","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$3.744 hourly","","","$1.3029 hourly","","","",""
"Standard E64ps v6","E64ps v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$2.95 hourly","","","$1.0266 hourly","","","",""
"E64s v3","E64s v3","432 GiB","64","6.75 GiB/vCPU","0","864 GiB","$3.629 hourly","","","$0.7113 hourly","$6.573 hourly","","","$1.2883 hourly"
"E64s v4","E64s v4","504 GiB","64","7.88 GiB/vCPU","0","0 GiB","$4.032 hourly","","","$0.8487 hourly","$6.976 hourly","","","$1.4684 hourly"
"E64s v5","E64s v5","512 GiB","64","8 GiB/vCPU","0","0 GiB","$4.032 hourly","","","$0.8491 hourly","$6.976 hourly","","","$1.4691 hourly"
"E64s v6","E64s v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$4.234 hourly","","","$0.8781 hourly","$7.178 hourly","","","$1.4887 hourly"
"E64s v7","E64s v7","512 GiB","64","8 GiB/vCPU","0","0 GiB","$5.557 hourly","","","$1.0269 hourly","$8.501 hourly","","","$1.571 hourly"
"E64 v3","E64 v3","432 GiB","64","6.75 GiB/vCPU","0","1600 GiB","$3.629 hourly","","","$0.7113 hourly","$6.573 hourly","","","$1.2883 hourly"
"E64 v4","E64 v4","504 GiB","64","7.88 GiB/vCPU","0","0 GiB","$4.032 hourly","","","$0.8487 hourly","$6.976 hourly","","","$1.4684 hourly"
"E64 v5","E64 v5","512 GiB","64","8 GiB/vCPU","0","0 GiB","$4.032 hourly","","","$0.8491 hourly","$6.976 hourly","","","$1.4691 hourly"
"E8-4s v6","E8-4s v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.529 hourly","","","$0.1097 hourly","$0.872 hourly","","","$0.1709 hourly"
"E80ids v4","E80ids v4","504 GiB","80","6.3 GiB/vCPU","0","2400 GiB","$5.76 hourly","","","$1.2108 hourly","$9.44 hourly","","","$1.9843 hourly"
"E80is v4","E80is v4","504 GiB","80","6.3 GiB/vCPU","0","2400 GiB","$5.04 hourly","","","$1.0609 hourly","$8.72 hourly","","","$1.8356 hourly"
"E8ads v5","E8ads v5","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.524 hourly","","","$0.1169 hourly","$0.892 hourly","","","$0.199 hourly"
"E8ads v6","E8ads v6","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.581 hourly","","","$0.1218 hourly","$0.949 hourly","","","$0.1989 hourly"
"E8ads v7","E8ads v7","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.581 hourly","","","$0.1084 hourly","$0.949 hourly","","","$0.1773 hourly"
"E8as v4","E8as v4","64 GiB","8","8 GiB/vCPU","0","128 GiB","$0.504 hourly","","","$0.1128 hourly","$0.872 hourly","","","$0.1952 hourly"
"E8as v5","E8as v5","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.452 hourly","","","$0.1008 hourly","$0.82 hourly","","","$0.1829 hourly"
"E8as v6","E8as v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.477 hourly","","","$0.10 hourly","$0.845 hourly","","","$0.1771 hourly"
"E8as v7","E8as v7","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.477 hourly","","","$0.089 hourly","$0.845 hourly","","","$0.1578 hourly"
"E8a v4","E8a v4","64 GiB","8","8 GiB/vCPU","0","200 GiB","$0.504 hourly","","","$0.1128 hourly","$0.872 hourly","","","$0.1952 hourly"
"E8bds v5","E8bds v5","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.668 hourly","","","$0.1405 hourly","$1.036 hourly","","","$0.2179 hourly"
"E8bds v6","E8bds v6","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.782 hourly","","","$0.1633 hourly","$1.15 hourly","","","$0.2401 hourly"
"E8bs v5","E8bs v5","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.596 hourly","","","$0.1255 hourly","$0.964 hourly","","","$0.203 hourly"
"E8bs v6","E8bs v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.698 hourly","","","$0.1448 hourly","$1.066 hourly","","","$0.2211 hourly"
"E8ds v4","E8ds v4","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.576 hourly","","","$0.1211 hourly","$0.944 hourly","","","$0.1984 hourly"
"E8ds v5","E8ds v5","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.576 hourly","","","$0.1211 hourly","$0.944 hourly","","","$0.1985 hourly"
"E8ds v6","E8ds v6","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.654 hourly","","","$0.1366 hourly","$1.022 hourly","","","$0.2134 hourly"
"E8ds v7","E8ds v7","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.832 hourly","","","$0.1538 hourly","$1.20 hourly","","","$0.2218 hourly"
"E8d v4","E8d v4","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.576 hourly","","","$0.1211 hourly","$0.944 hourly","","","$0.1984 hourly"
"E8d v5","E8d v5","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.576 hourly","","","$0.1211 hourly","$0.944 hourly","","","$0.1985 hourly"
"E8nds v6","E8nds v6","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.782 hourly","","","$0.1633 hourly","$1.15 hourly","","","$0.2401 hourly"
"E8ns v6","E8ns v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.697 hourly","","","$0.1446 hourly","$1.065 hourly","","","$0.2209 hourly"
"Standard E8pds v5","E8pds v5","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.461 hourly","","","$0.0975 hourly","","","",""
"Standard E8pds v6","E8pds v6","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.468 hourly","","","$0.1629 hourly","","","",""
"Standard E8ps v5","E8ps v5","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.403 hourly","","","$0.0852 hourly","","","",""
"Standard E8ps v6","E8ps v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.369 hourly","","","$0.1284 hourly","","","",""
"E8s v3","E8s v3","64 GiB","8","8 GiB/vCPU","0","128 GiB","$0.504 hourly","","","$0.0988 hourly","$0.872 hourly","","","$0.1709 hourly"
"E8s v4","E8s v4","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.504 hourly","","","$0.1061 hourly","$0.872 hourly","","","$0.1836 hourly"
"E8s v5","E8s v5","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.504 hourly","","","$0.1061 hourly","$0.872 hourly","","","$0.1836 hourly"
"E8s v6","E8s v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.529 hourly","","","$0.1097 hourly","$0.897 hourly","","","$0.186 hourly"
"E8s v7","E8s v7","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.695 hourly","","","$0.1284 hourly","$1.063 hourly","","","$0.1964 hourly"
"E8 v3","E8 v3","64 GiB","8","8 GiB/vCPU","0","200 GiB","$0.504 hourly","","","$0.0988 hourly","$0.872 hourly","","","$0.1709 hourly"
"E8 v4","E8 v4","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.504 hourly","","","$0.1061 hourly","$0.872 hourly","","","$0.1836 hourly"
"E8 v5","E8 v5","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.504 hourly","","","$0.1061 hourly","$0.872 hourly","","","$0.1836 hourly"
"E96-48s v6","E96-48s v6","768 GiB","96","8 GiB/vCPU","0","0 GiB","$6.048 hourly","","","$1.2737 hourly","$11.328 hourly","","","$2.3823 hourly"
"E96ads v5","E96ads v5","672 GiB","96","7 GiB/vCPU","0","3600 GiB","$6.288 hourly","","","$1.4029 hourly","$10.704 hourly","","","$2.3881 hourly"
"E96ads v6","E96ads v6","672 GiB","96","7 GiB/vCPU","0","5280 GiB","$6.97 hourly","","","$1.4609 hourly","$11.386 hourly","","","$2.3865 hourly"
"E96ads v7","E96ads v7","768 GiB","96","8 GiB/vCPU","0","5280 GiB","$6.97 hourly","","","$1.3006 hourly","$11.386 hourly","","","$2.1269 hourly"
"E96as v4","E96as v4","672 GiB","96","7 GiB/vCPU","0","1344 GiB","$6.048 hourly","","","$1.3535 hourly","$10.464 hourly","","","$2.3418 hourly"
"E96as v5","E96as v5","672 GiB","96","7 GiB/vCPU","0","0 GiB","$5.424 hourly","","","$1.2101 hourly","$9.84 hourly","","","$2.1953 hourly"
"E96as v6","E96as v6","672 GiB","96","7 GiB/vCPU","0","0 GiB","$5.722 hourly","","","$1.1993 hourly","$10.138 hourly","","","$2.1249 hourly"
"E96as v7","E96as v7","768 GiB","96","8 GiB/vCPU","0","0 GiB","$5.722 hourly","","","$1.0677 hourly","$10.138 hourly","","","$1.8938 hourly"
"E96a v4","E96a v4","672 GiB","96","7 GiB/vCPU","0","2400 GiB","$6.048 hourly","","","$1.3535 hourly","$10.464 hourly","","","$2.3418 hourly"
"E96bds v5","E96bds v5","672 GiB","96","7 GiB/vCPU","0","3600 GiB","$8.016 hourly","","","$1.6858 hourly","$12.432 hourly","","","$2.6145 hourly"
"E96bds v6","E96bds v6","768 GiB","96","8 GiB/vCPU","0","5280 GiB","$9.379 hourly","","","$1.9583 hourly","$13.795 hourly","","","$2.8804 hourly"
