Name,Url,Socket,Foundry,Process Size,Package,tCaseMax,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,P-Core Boost 3.0,E-Core Frequency,Base Clock,Multiplier,Multiplier Unlocked,TDP,Minimum Power,PL1,PL2,PL2 Tau Limit,Codename,Generation,Memory Support,DDR4 Speed,DDR5 Speed,LPDDR4x Speed,LPDDR5 Speed,ECC Memory,PCI-Express,Secondary PCIe,PCH PCIe,Chipsets,# of Cores,# of Threads,Hybrid Cores,SMP # CPUs,Integrated Graphics,Cache L1,Cache L2,Cache L3,E-Core L1,E-Core L2,Transistors,Die Size,I/O Process Size,I/O Die Size,Launch Price,FP32,Voltage,Chipset,Configurable TDP,# of CCDs,Cores per CCD,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Uncore Frequency,XFR,PPT,Idle Power,Configurable TDP-down,DDR3L Speed,LPDDR3 Speed,DMI Bus Speed,QPI Links,All Core Turbo,Effective FSB,Trace L1,AVX2 Turbo,AVX-512 Turbo,AVX-512 FMA Ports,Package#,Stepping Codes,Max Power,L1 Trace,Cache Type,Min. Assured Freq.,Max. Assured Freq.,Maximum Power,High Priority Core Freq.,Low Priority Core Freq.,High Priority Cores,Low Priority Cores,OEM Launch MSRP,Retail Launch MSRP,Bundled Cooler,Boost 3.0,P-Core Turbo,TDP-down Frequency,Boost 2.0,LPDDR4 Speed,UPI Links,Max. Memory,Retail Launch,Turbo Boost 2.0,Max Turbo Power,DMI,Adjustable Multiplier,Cache L4,TDP Range,Processor Base Power,MSRP,Retail Refresh,Core Process,Cache Process,Cache Die Size,Cache Dies,NB Frequency,ACP,Retail Release,Package HBM,Max Multi Adjust,Retail Availability,3D V-Cache,LPDDR5x Speed,All P-Core Turbo,Radeon Graphics Die Size,Dedicated Graphics
AMD A4-1200,https://www.techpowerup.com/cpu-specs/a4-1200.c1706,AMD Socket FT3,GlobalFoundries,28 nm,BGA2,90°C,,Mobile,Active,"May 23rd, 2013",AT1200IFJ23HM,1000 MHz,N/A,,,100 MHz,10.0x,No,4 W,,,,,Temash,A4 (Temash),DDR3,,,,,No,,,,,2,2,,1,Radeon HD 8180,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-1250,https://www.techpowerup.com/cpu-specs/a4-1250.c1705,AMD Socket FT3,,28 nm,BGA2,90°C,,Mobile,Active,"May 23rd, 2013",AT1250IDJ23HM,1000 MHz,N/A,,,100 MHz,10.0x,No,8 W,,,,,Temash,A4 (Temash),DDR3-1066 MHz,,,,,No,,,,,2,2,,1,Radeon HD 8210,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-1350,https://www.techpowerup.com/cpu-specs/a4-1350.c1727,AMD Socket FT3,,28 nm,BGA2,90°C,,Mobile,Active,"Oct 18th, 2013",unknown,1000 MHz,N/A,,,100 MHz,10.0x,No,8 W,,,,,Temash,A4 (Temash),DDR3-1066 MHz,,,,,No,,,,,4,4,,1,Radeon HD 8210,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3300,https://www.techpowerup.com/cpu-specs/a4-3300.c807,AMD Socket FM1,,32 nm,µPGA,,,Desktop,End-of-life,"Sep 7th, 2011",AD33000OJZ22HXAD3300OJHXBOXAD33000OJZ22GXAD3300OJGXBOX,2.5 GHz,N/A,,,100 MHz,25.0x,No,65 W,,,,,Llano,A4 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",2,2,,1,Radeon HD 6410D,128K (per core),512K (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3300M,https://www.techpowerup.com/cpu-specs/a4-3300m.c885,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Jun 14th, 2011",AM3300DDX23GX,1900 MHz,up to 2.5 GHz,,,100 MHz,19.0x,No,35 W,,,,,Llano,A4 (Llano),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 6480G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3305M,https://www.techpowerup.com/cpu-specs/a4-3305m.c886,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Jun 14th, 2011",AM3305DDX22GX,1900 MHz,up to 2.5 GHz,,,100 MHz,19.0x,No,35 W,,,,,Llano,A4 (Llano),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 6480G,128K (per core),512K (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3310MX,https://www.techpowerup.com/cpu-specs/a4-3310mx.c887,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Jun 14th, 2011",AM3310HLX23GX,2.1 GHz,up to 2.5 GHz,,,100 MHz,21.0x,No,35 W,,,,,Llano,A4 (Llano),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 6480G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3320M,https://www.techpowerup.com/cpu-specs/a4-3320m.c888,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Dec 20th, 2011",AM3320DDX23GX,2000 MHz,up to 2.6 GHz,,,100 MHz,20.0x,No,35 W,,,,,Llano,A4 (Llano),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 6480G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3330MX,https://www.techpowerup.com/cpu-specs/a4-3330mx.c889,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Dec 20th, 2011",AM3330HLX23GX,2.2 GHz,up to 2.6 GHz,,,100 MHz,22.0x,No,45 W,,,,,Llano,A4 (Llano),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 6480G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3400,https://www.techpowerup.com/cpu-specs/a4-3400.c806,AMD Socket FM1,,32 nm,µPGA,,,Desktop,End-of-life,"Sep 7th, 2011",AD3400OJZ22GXAD3400OJGXBOXAD3400OJZ22HXAD3400OJHXBOX,2.7 GHz,N/A,,,100 MHz,27.0x,No,65 W,,,,,Llano,A4 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",2,2,,1,Radeon HD 6410D,128K (per core),512K (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-3420,https://www.techpowerup.com/cpu-specs/a4-3420.c882,AMD Socket FM1,,32 nm,µPGA,,,Desktop,End-of-life,"Dec 20th, 2011",AD3420OJZ22HXAD3420OJHXBOX,2.8 GHz,N/A,,,100 MHz,28.0x,No,65 W,,,,,Llano,A4 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",2,2,,1,Radeon HD 6410D,128K (per core),512K (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-4000,https://www.techpowerup.com/cpu-specs/a4-4000.c1626,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,May 2013,AD4000OKA23HLAD4000OKHLBOX,3 GHz,up to 3.2 GHz,,,100 MHz,30.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1333 MHz Dual-channel,,,,,No,Gen 2,,,,2,2,,1,Radeon HD 7480D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-4020,https://www.techpowerup.com/cpu-specs/a4-4020.c2649,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,Jan 2014,AD4020OKHLBOXAD4000OKA23HL,3.2 GHz,up to 3.4 GHz,,,100 MHz,32.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1333 MHz Dual-channel,,,,,No,Gen 2,,,,2,2,,1,Radeon HD 7480D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-4300M,https://www.techpowerup.com/cpu-specs/a4-4300m.c1045,AMD Socket FS1r2,GlobalFoundries,32 nm,µPGA,,,Mobile,End-of-life,"May 15th, 2012",AM4300DEC23HJ,2.5 GHz,up to 3 GHz,,,100 MHz,25.0x,No,35 W,,,,,Trinity,A4 (Trinity),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,,2,2,,1,Radeon HD 7420G,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.325 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-4355M,https://www.techpowerup.com/cpu-specs/a4-4355m.c1162,AMD Socket FP2,GlobalFoundries,32 nm,µPGA,100°C,,Mobile,End-of-life,"Sep 27th, 2012",AM4355SHE23HJ,1900 MHz,up to 2.4 GHz,,,100 MHz,25.0x,No,17 W,,,,,Trinity,A4 (Trinity),DDR3-1333 MHz Dual-channel,,,,,No,Gen 2,,,,2,2,,1,Radeon HD 7400G,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.15 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-5000,https://www.techpowerup.com/cpu-specs/a4-5000.c1710,AMD Socket FT3,GlobalFoundries,28 nm,BGA2,90°C,,Mobile,Active,"May 23rd, 2013",AM5000IBJ44HM,1500 MHz,N/A,,,100 MHz,15.0x,No,15 W,,,,,Kabini,A4 (Kabini),DDR3-1600 MHz Single-channel,,,,,No,"Gen 2, 4 Lanes(CPU only)",,,,4,4,,1,Radeon HD 8330,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-5050,https://www.techpowerup.com/cpu-specs/a4-5050.c1759,AMD Socket FT3,GlobalFoundries,28 nm,BGA2,90°C,,Mobile,Active,"Feb 1st, 2014",unknown,1550 MHz,N/A,,,100 MHz,15.0x,No,15 W,,,,,Kabini,A4 (Kabini),DDR3-1600 MHz Single-channel,,,,,No,,,,,4,4,,1,Radeon HD 8330,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-5145M,https://www.techpowerup.com/cpu-specs/a4-5145m.c1623,AMD Socket FP2,,32 nm,BGA2,71°C,,Mobile,Active,"Jun 1st, 2013",AM5145SIE44HL,2000 MHz,up to 2.6 GHz,,,100 MHz,20.0x,No,17 W,,,,,Richland,A4 (Richland),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 8310G,128K (per core),512K (per core),,,,"1,178 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-5150M,https://www.techpowerup.com/cpu-specs/a4-5150m.c1557,AMD Socket FS1r2,,32 nm,µPGA,105°C,,Mobile,unknown,"Mar 12th, 2013",AM5150DEC23HL,2.7 GHz,up to 3.3 GHz,,,100 MHz,27.0x,No,35 W,,,,,Richland,A4 (Richland),DDR3,,,,,No,,,,,2,2,,1,Radeon HD 8350G,128K (per core),512K (per core),,,,"1,178 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-5300,https://www.techpowerup.com/cpu-specs/a4-5300.c1491,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,"Oct 2nd, 2012",AD5300OKA23HJAD5300OKHJBOX,3.4 GHz,up to 3.6 GHz,,,100 MHz,36.0x,No,65 W,,,,,Trinity,A4 (Trinity),DDR3 Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 7480D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-5300B,https://www.techpowerup.com/cpu-specs/a4-5300b.c1490,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,"Oct 2nd, 2012",AD530BOKA23HJ,3.4 GHz,up to 3.6 GHz,,,100 MHz,36.0x,No,65 W,,,,,Trinity,A4 (Trinity),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 7480D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-6300,https://www.techpowerup.com/cpu-specs/a4-6300.c1503,AMD Socket FM2,,32 nm,µPGA,70°C,,Desktop,End-of-life,"Jun 1st, 2013",AD6300OKHLBOXAD6300OKA23HL,3.7 GHz,up to 3.9 GHz,,,100 MHz,37.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 8370D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-6300B,https://www.techpowerup.com/cpu-specs/a4-6300b.c2643,AMD Socket FM2,,32 nm,µPGA,70°C,,Desktop,End-of-life,"Jun 1st, 2013",AD630BOKA23HL,3.7 GHz,up to 3.9 GHz,,,100 MHz,37.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 8370D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-6320,https://www.techpowerup.com/cpu-specs/a4-6320.c2644,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,Dec 2013,AD6320OKHLBOXAD6320OKA23HL,3.8 GHz,up to 4 GHz,,,100 MHz,38.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 8370D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-6320B,https://www.techpowerup.com/cpu-specs/a4-6320b.c2645,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,Mar 2014,AD632BOKA23HL,3.8 GHz,up to 4 GHz,,,100 MHz,38.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 8370D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A4-7300,https://www.techpowerup.com/cpu-specs/a4-7300.c2646,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,70°C,,Desktop,End-of-life,Aug 2014,AD7300OKA23HL,3.8 GHz,up to 4 GHz,,,100 MHz,38.0x,No,65 W,,,,,Richland,A4 (Richland),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,Radeon HD 8470D,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6 PRO-7400B,https://www.techpowerup.com/cpu-specs/a6-pro-7400b.c2625,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,"Jul 31st, 2014",AD740BYBI23JA,3.5 GHz,up to 3.9 GHz,,,100 MHz,35.0x,No,65 W,,,,,Kaveri,A6 (Kaveri),DDR3-1866 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",2,2,,1,Radeon R5,128K,1MB (shared),,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-1450,https://www.techpowerup.com/cpu-specs/a6-1450.c1704,AMD Socket FT3,GlobalFoundries,28 nm,BGA2,90°C,,Mobile,Active,"May 23rd, 2013",AT1450IDJ44HM,1000 MHz,up to 1400 MHz,,,100 MHz,10.0x,No,8 W,,,,,Temash,A6 (Temash),DDR3-1066 MHz Single-channel,,,,,No,Gen 2,,,,4,4,,1,Radeon HD 8250,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3400M,https://www.techpowerup.com/cpu-specs/a6-3400m.c890,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Jun 14th, 2011",AM3400DDX43GX,1400 MHz,up to 2.3 GHz,,,100 MHz,14.0x,No,35 W,,,,,Llano,A6 (Llano),DDR3 Dual-channel,,,,,No,,,,,4,4,,1,Radeon HD 6520G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3410MX,https://www.techpowerup.com/cpu-specs/a6-3410mx.c891,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Jun 14th, 2011",AM3410HLX43GX,1600 MHz,up to 2.3 GHz,,,100 MHz,16.0x,No,45 W,,,,,Llano,A6 (Llano),DDR3 Dual-channel,,,,,No,,,,,4,4,,1,Radeon HD 6520G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3420M,https://www.techpowerup.com/cpu-specs/a6-3420m.c892,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Dec 20th, 2011",AM3420DDX43GX,1500 MHz,up to 2.4 GHz,,,100 MHz,15.0x,No,35 W,,,,,Llano,A6 (Llano),DDR3 Dual-channel,,,,,No,,,,,4,4,,1,Radeon HD 6520G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3430MX,https://www.techpowerup.com/cpu-specs/a6-3430mx.c893,AMD Socket FS1,,32 nm,µPGA,,,Mobile,End-of-life,"Dec 20th, 2011",AM3430HLX43GX,1700 MHz,up to 2.4 GHz,,,100 MHz,17.0x,No,45 W,,,,,Llano,A6 (Llano),DDR3 Dual-channel,,,,,No,,,,,4,4,,1,Radeon HD 6520G,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3500,https://www.techpowerup.com/cpu-specs/a6-3500.c776,AMD Socket FM1,,32 nm,µPGA,,,Desktop,End-of-life,"Aug 17th, 2011",AD3500OJZ33GXAD3500OJGXBOX,2.1 GHz,up to 2.4 GHz,,,100 MHz,21.0x,No,65 W,,,,,Llano,A6 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",3,3,,1,Radeon HD 6530D,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3600,https://www.techpowerup.com/cpu-specs/a6-3600.c788,AMD Socket FM1,GlobalFoundries,32 nm,µPGA,,,Desktop,End-of-life,"Jun 30th, 2011",AD3600OJZ43GXAD3600OJGXBOX,2.1 GHz,up to 2.4 GHz,,,100 MHz,21.0x,No,65 W,,,,,Llano,A6 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",4,4,,1,Radeon HD 6530D,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3620,https://www.techpowerup.com/cpu-specs/a6-3620.c881,AMD Socket FM1,GlobalFoundries,32 nm,µPGA,,,Desktop,End-of-life,"Dec 20th, 2011",AD3620OJZ43GXAD3620OJGXBOX,2.2 GHz,up to 2.5 GHz,,,100 MHz,22.0x,No,65 W,,,,,Llano,A6 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",4,4,,1,Radeon HD 6530D,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3650,https://www.techpowerup.com/cpu-specs/a6-3650.c741,AMD Socket FM1,GlobalFoundries,32 nm,µPGA,,,Desktop,End-of-life,"Jun 30th, 2011",AD3650WNZ43GXAD3650WNGXBOX,2.6 GHz,N/A,,,100 MHz,26.0x,No,100 W,,,,,Llano,A6 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",4,4,,1,Radeon HD 6530D,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-3670K,https://www.techpowerup.com/cpu-specs/a6-3670k.c879,AMD Socket FM1,GlobalFoundries,32 nm,µPGA,,,Desktop,End-of-life,"Dec 20th, 2011",AD3670WNZ43GXAD3670WNGXBOX,2.7 GHz,N/A,,,100 MHz,27.0x,Yes,100 W,,,,,Llano,A6 (Llano),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A75, A55",4,4,,1,Radeon HD 6530D,128K (per core),1MB (per core),,,,"1,178 million",228 mm²,,,,,1.4125 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-4400M,https://www.techpowerup.com/cpu-specs/a6-4400m.c1025,AMD Socket FS1r2,GlobalFoundries,32 nm,µPGA,,,Mobile,End-of-life,"May 15th, 2012",AM4400DEC23HJ,2.7 GHz,up to 3.2 GHz,,,100 MHz,27.0x,No,35 W,,,,,Trinity,A6 (Trinity),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,,2,2,,1,Radeon HD 7520G,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.325 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-4455M,https://www.techpowerup.com/cpu-specs/a6-4455m.c1027,AMD Socket FP2,GlobalFoundries,32 nm,BGA2,100°C,,Mobile,End-of-life,"May 15th, 2012",AM4455SHE24HJ,2.1 GHz,up to 2.6 GHz,,,100 MHz,21.0x,No,17 W,,,,,Trinity,A6 (Trinity),DDR3-1333 MHz Dual-channel,,,,,No,Gen 2,,,,2,2,,1,Radeon HD 7500G,92K,2MB (shared),,,,"1,303 million",246 mm²,,,,,1.15 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-5200,https://www.techpowerup.com/cpu-specs/a6-5200.c1711,AMD Socket FT3,GlobalFoundries,28 nm,BGA2,90°C,,Mobile,Active,"May 23rd, 2013",AM5200IAJ44HM,2000 MHz,N/A,,,100 MHz,20.0x,No,25 W,,,,,Kabini,A6 (Kabini),DDR3-1600 MHz Single-channel,,,,,No,"Gen 2, 4 Lanes(CPU only)",,,,4,4,,1,Radeon HD 8400,64K (per core),512K (per core),,,,,107 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD A6-5345M,https://www.techpowerup.com/cpu-specs/a6-5345m.c1624,AMD Socket FP2,,32 nm,BGA2,71°C,,Mobile,Active,"Jun 1st, 2013",AM5345SIE44HL,2.2 GHz,up to 2.8 GHz,,,100 MHz,22.0x,No,17 W,,,,,Richland,A6 (Richland),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Radeon HD 8410G,128K (per core),512K (per core),,,,"1,178 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
